id,name,cost_net,vat,cost_gross,category
12629,Mikser,4516.45,8,4877.77,H
12630,Ładowarka,2735.12,5,2871.88,G
12631,Konsola,4517.86,12,5060.0,D
12632,Amplituner,623.62,23,767.05,G
12633,Mysz,901.08,5,946.13,E
12634,Zmywarka,349.98,5,367.48,E
12635,Subwoofer,2361.99,8,2550.95,H
12636,Czajnik,1595.96,8,1723.64,H
12637,Pendrive,1224.52,12,1371.46,H
12638,Soundbar,2237.37,5,2349.24,E
12639,Antena,2772.72,23,3410.45,F
12640,Uchwyt,3627.6,8,3917.81,B
12641,Podstawka,699.94,23,860.93,D
12642,Hub USB,1419.07,12,1589.36,H
12643,Laptop,2610.55,12,2923.82,F
12644,Ładowarka,4818.91,8,5204.42,E
12645,Odkurzacz,3317.43,5,3483.3,H
12646,Mysz,3726.43,23,4583.51,B
12647,Ładowarka,4777.22,5,5016.08,E
12648,Gramofon,164.51,12,184.25,B
12649,Słuchawki,2399.18,12,2687.08,E
12650,Switch,4255.85,23,5234.7,D
12651,Adapter,4345.03,5,4562.28,A
12652,Amplituner,2895.42,23,3561.37,D
12653,Powerbank,4450.48,5,4673.0,D
12654,Pamięć RAM,2080.36,5,2184.38,A
12655,Procesor,4047.79,8,4371.61,E
12656,Karta pamięci,3307.46,8,3572.06,F
12657,Powerbank,4720.59,8,5098.24,D
12658,Zmywarka,214.31,23,263.6,E
12659,Uchwyt,4987.38,5,5236.75,C
12660,Konwerter,364.01,12,407.69,C
12661,Amplituner,2383.87,5,2503.06,E
12662,Klimatyzator,1838.11,5,1930.02,C
12663,Adapter,4353.12,8,4701.37,A
12664,Mikrofon,2025.81,23,2491.75,H
12665,Mysz,2337.23,8,2524.21,F
12666,Kamera,3956.86,5,4154.7,E
12667,Wzmacniacz sygnału,3502.33,23,4307.87,D
12668,Lokalizator,476.64,5,500.47,C
12669,Słuchawki,207.66,23,255.42,F
12670,Klimatyzator,3513.09,5,3688.74,E
12671,Mysz,4062.68,5,4265.81,A
12672,Statyw,1919.84,23,2361.4,F
12673,Switch,87.11,23,107.15,A
12674,Słuchawki,4026.3,12,4509.46,A
12675,Kolumny,3019.15,23,3713.55,D
12676,Soundbar,514.62,5,540.35,A
12677,Słuchawki,740.34,12,829.18,G
12678,Telefon,3169.4,8,3422.95,E
12679,Dysk external,4153.75,5,4361.44,D
12680,Router,1116.68,23,1373.52,C
12681,Interfejs audio,2988.47,23,3675.82,G
12682,Powerbank,953.29,12,1067.68,D
12683,Adapter,3934.05,12,4406.14,B
12684,Podstawka,4827.04,12,5406.28,H
12685,Modem,316.67,23,389.5,C
12686,Robot kuchenny,2267.97,23,2789.6,D
12687,Toster,4254.38,12,4764.91,C
12688,Mikrofon,1369.98,12,1534.38,A
12689,Podkładka,742.35,8,801.74,F
12690,Interfejs audio,4590.75,5,4820.29,A
12691,Kalkulator,1757.54,23,2161.77,A
12692,Lokalizator,1442.97,8,1558.41,H
12693,Mikrofon,3200.01,5,3360.01,D
12694,Antena,3589.15,5,3768.61,G
12695,Obudowa,3289.63,23,4046.24,F
12696,Ładowarka,2101.61,5,2206.69,A
12697,Ładowarka,2148.22,23,2642.31,C
12698,Obiektyw,4863.28,5,5106.44,C
12699,Klawiatura,3111.23,23,3826.81,F
12700,SSD,3458.85,8,3735.56,G
12701,Torba,3707.17,23,4559.82,G
12702,Lodówka,2450.78,23,3014.46,E
12703,Kino domowe,4142.29,8,4473.67,H
12704,Mikrofon,3239.87,23,3985.04,F
12705,Tuner,1374.76,23,1690.95,C
12706,Soundbar,785.88,8,848.75,D
12707,Antena,4648.01,5,4880.41,C
12708,Statyw,3479.4,8,3757.75,C
12709,Mikser,4627.56,5,4858.94,E
12710,Mysz,2657.08,8,2869.65,F
12711,Uchwyt,2000.33,5,2100.35,H
12712,Drukarka,3519.66,12,3942.02,G
12713,Monitor,1273.57,8,1375.46,E
12714,Odtwarzacz,3444.04,23,4236.17,H
12715,Router,957.14,23,1177.28,G
12716,Podstawka,2476.62,5,2600.45,C
12717,Dysk external,80.23,8,86.65,E
12718,Odtwarzacz,4583.55,8,4950.23,H
12719,Ładowarka,4156.57,5,4364.4,D
12720,Router,2050.58,12,2296.65,D
12721,Webcam,1439.91,5,1511.91,D
12722,Ładowarka,2587.23,5,2716.59,A
12723,Kontroler,2883.1,12,3229.07,G
12724,Lokalizator,2713.69,23,3337.84,H
12725,Antena,3549.39,12,3975.32,B
12726,Smartband,1940.93,23,2387.34,C
12727,Zmywarka,1841.01,12,2061.93,C
12728,Pamięć RAM,849.29,12,951.2,B
12729,Powerbank,3761.15,5,3949.21,E
12730,Stacja dokująca,3853.43,23,4739.72,A
12731,Ładowarka,297.95,23,366.48,D
12732,Słuchawki,4618.68,8,4988.17,E
12733,Mikser,2733.53,12,3061.55,B
12734,Konsola,1376.17,23,1692.69,A
12735,Router,4761.64,23,5856.82,E
12736,Odtwarzacz,3755.68,5,3943.46,H
12737,Słuchawki,4229.34,23,5202.09,E
12738,Drukarka,120.95,12,135.46,A
12739,Kontroler,4105.11,8,4433.52,C
12740,Dysk external,3249.76,5,3412.25,C
12741,Karta pamięci,540.28,5,567.29,E
12742,Smartband,3861.95,5,4055.05,B
12743,Klawiatura,4509.62,8,4870.39,F
12744,Procesor,1801.22,12,2017.37,C
12745,Telewizor,4173.84,23,5133.82,F
12746,Płyta główna,3766.36,5,3954.68,B
12747,Uchwyt,3253.12,8,3513.37,C
12748,Interfejs audio,485.49,5,509.76,D
12749,Klawiatura,1103.29,12,1235.68,D
12750,Lodówka,1231.72,5,1293.31,E
12751,Hub USB,2035.31,23,2503.43,G
12752,Gramofon,1590.41,12,1781.26,D
12753,Chłodzenie,4453.85,12,4988.31,E
12754,Kalkulator,4457.39,12,4992.28,A
12755,Dysk,1717.18,8,1854.55,F
12756,Subwoofer,1137.39,23,1398.99,H
12757,Lampa,2776.13,8,2998.22,C
12758,Projektor,2302.22,23,2831.73,E
12759,Chłodzenie,87.88,12,98.43,D
12760,Webcam,2917.37,8,3150.76,A
12761,Modem,831.23,5,872.79,F
12762,Ładowarka,3882.85,12,4348.79,D
12763,Dysk external,771.84,12,864.46,C
12764,Zasilacz,2789.49,5,2928.96,E
12765,Tuner,760.84,23,935.83,B
12766,Subwoofer,1201.55,12,1345.74,C
12767,Mikser,2053.88,12,2300.35,D
12768,Interfejs audio,2793.93,8,3017.44,D
12769,Torba,3537.67,8,3820.68,C
12770,Odtwarzacz,3813.09,8,4118.14,H
12771,Słuchawki,4365.59,12,4889.46,C
12772,Modem,2489.78,23,3062.43,D
12773,Hub USB,4239.76,8,4578.94,F
12774,Płyta główna,3349.82,23,4120.28,F
12775,Głośnik,1200.73,8,1296.79,D
12776,Kino domowe,1908.47,5,2003.89,A
12777,Powerbank,1065.89,12,1193.8,H
12778,Uchwyt,3121.68,8,3371.41,A
12779,Mikser,4541.24,12,5086.19,B
12780,Drukarka,280.81,23,345.4,E
12781,Zasilacz,1904.2,8,2056.54,E
12782,Klimatyzator,2453.58,12,2748.01,G
12783,Pamięć RAM,3521.59,8,3803.32,D
12784,Głośnik,1995.34,8,2154.97,E
12785,Kamera,3904.12,23,4802.07,D
12786,Skaner,3668.07,5,3851.47,D
12787,Pralka,4632.84,23,5698.39,D
12788,Lokalizator,1761.52,23,2166.67,H
12789,Chłodzenie,815.13,5,855.89,A
12790,Robot kuchenny,4059.47,23,4993.15,A
12791,Chłodzenie,1993.61,12,2232.84,C
12792,Kalkulator,4674.18,12,5235.08,H
12793,Niszczarka,358.01,5,375.91,D
12794,Torba,4410.56,23,5424.99,B
12795,Wzmacniacz sygnału,2851.3,5,2993.87,F
12796,Soundbar,437.29,23,537.87,C
12797,Projektor,3514.8,23,4323.2,E
12798,Monitor,4658.04,23,5729.39,A
12799,Robot kuchenny,3749.91,23,4612.39,A
12800,Drukarka,3541.25,12,3966.2,H
12801,Gramofon,3711.61,23,4565.28,D
12802,Router,1249.91,8,1349.9,H
12803,Kabel,1548.53,8,1672.41,G
12804,Torba,1582.63,8,1709.24,A
12805,Uchwyt,69.1,8,74.63,A
12806,Niszczarka,4412.25,5,4632.86,F
12807,Karta pamięci,3812.12,8,4117.09,F
12808,Monitor,1909.05,12,2138.14,F
12809,Mysz,539.9,23,664.08,H
12810,Mikrofon,2091.07,8,2258.36,G
12811,Tablet,2475.03,5,2598.78,A
12812,Drukarka,227.52,5,238.9,D
12813,Czajnik,55.31,8,59.73,D
12814,Mikrofon,4364.72,12,4888.49,B
12815,Torba,3294.7,23,4052.48,G
12816,Kontroler,1346.59,5,1413.92,C
12817,Zasilacz,1866.63,8,2015.96,G
12818,Toster,4268.05,12,4780.22,E
12819,Pendrive,67.81,5,71.2,G
12820,Switch,1431.1,23,1760.25,D
12821,Czajnik,1168.67,5,1227.1,A
12822,Zmywarka,1758.21,5,1846.12,F
12823,Konsola,148.47,12,166.29,A
12824,Głośnik,3518.82,8,3800.33,D
12825,Gramofon,3635.1,5,3816.86,H
12826,Subwoofer,138.37,12,154.97,G
12827,Mikrofon,357.57,5,375.45,C
12828,Pendrive,1879.74,23,2312.08,D
12829,Klawiatura,1157.17,8,1249.74,A
12830,Kolumny,4399.06,23,5410.84,G
12831,Monitor,1876.07,5,1969.87,H
12832,Kalkulator,3547.65,5,3725.03,C
12833,Mysz,3960.28,8,4277.1,B
12834,Powerbank,4073.38,8,4399.25,F
12835,Konwerter,1799.27,8,1943.21,C
12836,Szkło hartowane,4395.42,5,4615.19,B
12837,Nawigacja,3632.17,12,4068.03,C
12838,Zmywarka,2835.83,12,3176.13,F
12839,Zasilacz,2864.1,8,3093.23,B
12840,Zmywarka,3257.91,5,3420.81,B
12841,Aparat,4815.16,8,5200.37,C
12842,Mikser,1212.31,23,1491.14,B
12843,Subwoofer,2540.97,12,2845.89,E
12844,Filtr,3016.5,23,3710.3,D
12845,Wzmacniacz,2060.3,12,2307.54,F
12846,Torba,3304.68,12,3701.24,E
12847,Mysz,1635.49,5,1717.26,H
12848,Antena,1070.98,23,1317.31,B
12849,Procesor,1505.42,23,1851.67,B
12850,SSD,1472.96,12,1649.72,C
12851,Lodówka,2389.88,5,2509.37,A
12852,Szkło hartowane,4408.21,8,4760.87,H
12853,Monitor,3126.86,8,3377.01,B
12854,Mikrofon,104.47,12,117.01,D
12855,Płyta główna,1381.84,5,1450.93,H
12856,Switch,4007.39,8,4327.98,H
12857,Modem,4961.12,8,5358.01,H
12858,Etui,1035.5,5,1087.28,E
12859,Projektor,286.77,23,352.73,B
12860,Gramofon,2647.03,23,3255.85,G
12861,Lokalizator,2168.64,8,2342.13,F
12862,Robot kuchenny,4986.25,8,5385.15,C
12863,Ładowarka,2602.66,8,2810.87,E
12864,Lampa biurkowa,3570.76,12,3999.25,D
12865,Router,4094.08,23,5035.72,G
12866,Telewizor,3070.11,12,3438.52,A
12867,Nawigacja,1181.91,8,1276.46,E
12868,Stacja dokująca,931.06,5,977.61,D
12869,Torba,449.57,23,552.97,E
12870,Lokalizator,878.49,23,1080.54,H
12871,Powerbank,1092.36,12,1223.44,H
12872,Powerbank,1944.93,12,2178.32,E
12873,Router,2541.96,12,2847.0,G
12874,Słuchawki,2431.3,8,2625.8,A
12875,Podstawka,4969.19,12,5565.49,B
12876,Procesor,2534.96,23,3118.0,E
12877,Klimatyzator,1702.83,12,1907.17,F
12878,Router,3782.24,8,4084.82,H
12879,Laptop,1829.53,5,1921.01,B
12880,Projektor,2921.23,12,3271.78,C
12881,Ładowarka,2964.58,12,3320.33,G
12882,Aparat,4157.69,8,4490.31,E
12883,Podstawka,1158.08,12,1297.05,G
12884,Torba,3223.63,23,3965.06,F
12885,Uchwyt,3748.17,12,4197.95,D
12886,Torba,1032.6,23,1270.1,B
12887,Adapter,2480.28,5,2604.29,B
12888,Pralka,3588.86,8,3875.97,A
12889,Projektor,489.35,8,528.5,D
12890,Amplituner,4143.18,23,5096.11,G
12891,Statyw,2226.36,5,2337.68,F
12892,Mikser,4727.38,23,5814.68,A
12893,Etui,3633.61,5,3815.29,B
12894,Antena,742.11,8,801.48,C
12895,Skaner,3067.18,23,3772.63,B
12896,Router,345.12,12,386.53,G
12897,Kino domowe,3071.92,12,3440.55,D
12898,Niszczarka,4032.58,23,4960.07,D
12899,Konwerter,1821.67,12,2040.27,G
12900,Pendrive,897.63,8,969.44,G
12901,Słuchawki,3093.39,23,3804.87,C
12902,Słuchawki,869.3,23,1069.24,F
12903,Czajnik,2637.35,23,3243.94,E
12904,Ładowarka,1120.81,23,1378.6,D
12905,Stacja dokująca,2339.76,23,2877.9,F
12906,Kontroler,3125.17,12,3500.19,B
12907,Pendrive,2703.3,23,3325.06,C
12908,Głośnik,1023.0,23,1258.29,E
12909,Dysk external,3416.59,8,3689.92,F
12910,Telefon,1571.36,23,1932.77,F
12911,Szkło hartowane,1072.75,5,1126.39,F
12912,Obudowa,1159.13,12,1298.23,G
12913,Dysk external,1331.79,12,1491.6,B
12914,Ładowarka,1913.44,5,2009.11,F
12915,Amplituner,3407.48,12,3816.38,B
12916,Zmywarka,4000.34,8,4320.37,C
12917,Mikser,1842.45,5,1934.57,A
12918,Drukarka,2668.48,5,2801.9,A
12919,Mysz,4303.86,23,5293.75,D
12920,Karta pamięci,2133.21,12,2389.2,C
12921,Pendrive,4728.12,23,5815.59,A
12922,Słuchawki,4616.27,12,5170.22,H
12923,Klawiatura,1008.98,23,1241.05,D
12924,Konsola,4041.32,5,4243.39,B
12925,Telefon,4222.59,5,4433.72,C
12926,Kalkulator,3176.03,23,3906.52,D
12927,Powerbank,1587.25,12,1777.72,F
12928,Aparat,3540.52,8,3823.76,H
12929,Karta graficzna,934.16,5,980.87,E
12930,Interfejs audio,3428.25,5,3599.66,E
12931,Czajnik,2178.45,12,2439.86,B
12932,Klimatyzator,828.52,12,927.94,E
12933,Słuchawki,3675.46,12,4116.52,B
12934,Interfejs audio,3596.9,8,3884.65,F
12935,Tuner,4455.48,23,5480.24,D
12936,Smartband,4719.27,23,5804.7,E
12937,Procesor,4255.06,12,4765.67,C
12938,Gramofon,3768.37,8,4069.84,F
12939,Mikrofon,3252.79,8,3513.01,G
12940,Modem,1981.3,23,2437.0,G
12941,Kontroler,4427.37,8,4781.56,B
12942,Adapter,3243.26,8,3502.72,A
12943,Słuchawki,1426.34,23,1754.4,E
12944,Kamera,1848.38,5,1940.8,C
12945,Lodówka,229.61,5,241.09,A
12946,Wzmacniacz,2439.93,12,2732.72,C
12947,Powerbank,947.35,23,1165.24,B
12948,Switch,129.68,23,159.51,D
12949,Kontroler,3435.47,5,3607.24,F
12950,Mikrofon,204.41,23,251.42,F
12951,Bindownica,4895.7,8,5287.36,C
12952,Equalizer,4433.4,23,5453.08,B
12953,Powerbank,1319.59,5,1385.57,F
12954,Statyw,3760.16,5,3948.17,E
12955,Uchwyt,590.23,5,619.74,C
12956,Robot kuchenny,1384.48,8,1495.24,A
12957,Filtr,4785.5,12,5359.76,D
12958,Szkło hartowane,2740.6,5,2877.63,F
12959,Robot kuchenny,2408.22,23,2962.11,C
12960,Podkładka,423.19,12,473.97,G
12961,Słuchawki,387.95,8,418.99,H
12962,Antena,966.81,8,1044.15,H
12963,Niszczarka,685.58,5,719.86,B
12964,Robot kuchenny,656.02,5,688.82,D
12965,Amplituner,1985.88,12,2224.19,D
12966,Torba,3102.63,12,3474.95,E
12967,Mikrofon,2205.27,23,2712.48,B
12968,Mikrofon,3577.85,12,4007.19,E
12969,Głośnik,3599.93,8,3887.92,D
12970,Adapter,1232.0,12,1379.84,E
12971,Niszczarka,1411.75,12,1581.16,C
12972,Mysz,4088.4,23,5028.73,A
12973,Amplituner,4943.22,12,5536.41,H
12974,Lampa,2152.8,5,2260.44,A
12975,SSD,1073.01,12,1201.77,H
12976,Fotel,4362.62,8,4711.63,H
12977,Fotel,2061.08,5,2164.13,C
12978,Ładowarka,4799.43,8,5183.38,H
12979,Głośnik,3053.01,23,3755.2,B
12980,Mikrofon,2835.7,12,3175.98,C
12981,Smartwatch,1191.39,23,1465.41,D
12982,Mysz,4312.97,5,4528.62,D
12983,Nawigacja,4690.9,12,5253.81,F
12984,Filtr,1186.13,5,1245.44,A
12985,Statyw,2026.01,12,2269.13,E
12986,Odtwarzacz,4075.17,23,5012.46,G
12987,Amplituner,801.05,5,841.1,H
12988,Ładowarka,1788.5,12,2003.12,A
12989,Słuchawki,4363.59,12,4887.22,A
12990,Adapter,3974.72,5,4173.46,H
12991,Dysk,3967.75,8,4285.17,F
12992,Pendrive,2271.55,8,2453.27,F
12993,Wzmacniacz,4960.13,8,5356.94,D
12994,Lampa biurkowa,4094.98,8,4422.58,C
12995,Głośnik,3235.88,8,3494.75,F
12996,Klawiatura,184.3,8,199.04,B
12997,Kalkulator,3429.79,8,3704.17,H
12998,Tuner,786.2,5,825.51,B
12999,Switch,2922.03,23,3594.1,H
13000,Switch,4594.19,5,4823.9,B
13001,Karta graficzna,1069.67,23,1315.69,H
13002,Interfejs audio,1871.31,12,2095.87,E
13003,Uchwyt,96.55,5,101.38,H
13004,Klimatyzator,367.43,12,411.52,E
13005,Klawiatura,492.01,23,605.17,D
13006,Interfejs audio,2802.45,5,2942.57,H
13007,Kino domowe,3510.7,23,4318.16,C
13008,Czajnik,1315.79,23,1618.42,B
13009,Mysz,3986.83,5,4186.17,D
13010,Bindownica,4060.43,5,4263.45,G
13011,Router,731.96,23,900.31,A
13012,Kino domowe,814.4,23,1001.71,G
13013,Tablet,1465.11,23,1802.09,D
13014,Odkurzacz,1415.31,8,1528.53,A
13015,Telewizor,835.38,12,935.63,H
13016,Gramofon,227.87,12,255.21,E
13017,Klimatyzator,563.4,23,692.98,F
13018,Chłodzenie,418.8,12,469.06,F
13019,Karta pamięci,462.24,8,499.22,E
13020,Kabel,4843.54,5,5085.72,H
13021,Nawigacja,1313.33,23,1615.4,A
13022,Laptop,2034.02,5,2135.72,D
13023,Kabel,626.47,12,701.65,H
13024,Mikser,4367.32,5,4585.69,F
13025,Amplituner,1102.77,8,1190.99,B
13026,Procesor,354.42,12,396.95,G
13027,Robot kuchenny,2214.5,8,2391.66,H
13028,Interfejs audio,4848.05,23,5963.1,B
13029,Płyta główna,4750.1,23,5842.62,C
13030,Chłodzenie,1073.12,5,1126.78,F
13031,Kontroler,4952.78,23,6091.92,E
13032,Konsola,2696.22,5,2831.03,C
13033,Głośnik,1540.66,12,1725.54,D
13034,Karta graficzna,2693.92,8,2909.43,A
13035,Hub USB,4081.94,5,4286.04,F
13036,Powerbank,3115.84,23,3832.48,B
13037,Zasilacz,2902.09,23,3569.57,E
13038,Aparat,1689.61,8,1824.78,H
13039,Mikrofon,668.74,12,748.99,C
13040,Tablet,3678.62,23,4524.7,C
13041,Monitor,3162.43,12,3541.92,C
13042,Chłodzenie,4789.82,23,5891.48,E
13043,Torba,1873.72,5,1967.41,H
13044,Odtwarzacz,2516.14,23,3094.85,H
13045,Webcam,2451.23,12,2745.38,E
13046,Adapter,1992.83,8,2152.26,H
13047,Czajnik,796.59,12,892.18,G
13048,Pendrive,1904.37,5,1999.59,C
13049,Procesor,4636.72,5,4868.56,B
13050,Ładowarka,2241.88,12,2510.91,E
13051,Monitor,2486.28,8,2685.18,H
13052,Podstawka,2408.1,23,2961.96,A
13053,Router,3388.74,5,3558.18,H
13054,Głośnik,176.98,8,191.14,H
13055,Adapter,2847.88,23,3502.89,E
13056,Lokalizator,122.74,5,128.88,E
13057,Lodówka,3239.83,23,3984.99,F
13058,Telewizor,800.16,8,864.17,B
13059,Soundbar,2106.61,12,2359.4,E
13060,Interfejs audio,1785.02,8,1927.82,E
13061,Konsola,4330.43,23,5326.43,H
13062,Lampa,70.97,12,79.49,C
13063,Switch,1512.03,5,1587.63,B
13064,Soundbar,4892.89,5,5137.53,G
13065,Nawigacja,3761.36,5,3949.43,C
13066,Lampa,1306.39,5,1371.71,F
13067,Toster,3064.56,5,3217.79,D
13068,Telewizor,4840.21,12,5421.04,H
13069,Filtr,4732.86,23,5821.42,E
13070,Modem,4822.76,8,5208.58,G
13071,Tablet,2233.29,5,2344.95,G
13072,Mikser,2510.24,8,2711.06,E
13073,Lampa biurkowa,2447.82,12,2741.56,D
13074,Odtwarzacz,778.84,12,872.3,H
13075,Uchwyt,4347.14,5,4564.5,D
13076,Kalkulator,1777.11,12,1990.36,H
13077,Soundbar,3079.74,5,3233.73,B
13078,Lokalizator,4842.6,23,5956.4,G
13079,SSD,2438.01,23,2998.75,C
13080,Interfejs audio,1813.92,5,1904.62,H
13081,Lampa,837.95,8,904.99,E
13082,Obiektyw,2350.91,12,2633.02,D
13083,Monitor,91.57,12,102.56,H
13084,Lokalizator,3692.86,23,4542.22,C
13085,Podstawka,4730.62,8,5109.07,F
13086,Karta pamięci,4114.19,8,4443.33,C
13087,Klimatyzator,2397.15,5,2517.01,B
13088,Mikser,2500.28,5,2625.29,D
13089,Dysk,561.25,12,628.6,A
13090,Hub USB,2415.98,8,2609.26,G
13091,Kabel,741.05,12,829.98,B
13092,Podkładka,165.03,12,184.83,C
13093,Mikser,3658.93,12,4098.0,E
13094,Drukarka,4685.35,8,5060.18,C
13095,Torba,4530.61,8,4893.06,A
13096,Pendrive,4942.17,12,5535.23,F
13097,Karta pamięci,867.55,12,971.66,D
13098,Webcam,3468.21,23,4265.9,A
13099,Kabel,3296.54,23,4054.74,H
13100,Monitor,2509.66,8,2710.43,G
13101,Projektor,2754.8,23,3388.4,B
13102,Niszczarka,1904.34,5,1999.56,G
13103,Klawiatura,2243.68,5,2355.86,E
13104,Tuner,1203.48,23,1480.28,E
13105,Monitor,1816.64,12,2034.64,F
13106,Toster,3559.49,5,3737.46,F
13107,Zmywarka,1075.05,5,1128.8,E
13108,Mysz,1894.59,23,2330.35,G
13109,Hub USB,2652.88,12,2971.23,G
13110,Hub USB,3784.39,8,4087.14,C
13111,Tuner,1953.61,12,2188.04,G
13112,Pendrive,1796.55,12,2012.14,C
13113,Monitor,4177.16,23,5137.91,E
13114,Dysk external,3020.46,23,3715.17,D
13115,Filtr,1132.18,5,1188.79,A
13116,Klawiatura,2639.88,12,2956.67,E
13117,Etui,1425.08,12,1596.09,F
13118,Zmywarka,707.53,8,764.13,F
13119,Aparat,2174.69,5,2283.42,H
13120,Soundbar,236.79,8,255.73,H
13121,Uchwyt,531.49,8,574.01,D
13122,Antena,2281.6,12,2555.39,F
13123,Obudowa,3303.47,5,3468.64,B
13124,Podstawka,4087.11,8,4414.08,D
13125,Mysz,2903.41,12,3251.82,F
13126,Procesor,1871.08,12,2095.61,D
13127,Mikser,1669.24,5,1752.7,D
13128,Uchwyt,2822.19,23,3471.29,G
13129,Mikser,337.79,23,415.48,G
13130,Powerbank,2878.68,12,3224.12,C
13131,Adapter,2735.89,23,3365.14,E
13132,Mikser,1949.96,23,2398.45,C
13133,Klawiatura,2416.6,12,2706.59,D
13134,Kalkulator,4040.85,8,4364.12,F
13135,Mysz,4368.3,12,4892.5,E
13136,Słuchawki,2063.77,5,2166.96,G
13137,Adapter,142.46,23,175.23,B
13138,Karta graficzna,2318.85,23,2852.19,B
13139,Equalizer,3415.07,8,3688.28,H
13140,Lampa,2947.21,23,3625.07,D
13141,Pamięć RAM,2099.15,8,2267.08,E
13142,Soundbar,682.36,12,764.24,F
13143,Lampa biurkowa,2997.34,12,3357.02,B
13144,Głośnik,4121.45,23,5069.38,B
13145,Zmywarka,2358.13,5,2476.04,G
13146,Kalkulator,3472.65,5,3646.28,G
13147,Chłodzenie,2349.37,5,2466.84,G
13148,Karta graficzna,142.17,23,174.87,C
13149,Router,4180.84,23,5142.43,G
13150,Smartwatch,4982.84,23,6128.89,F
13151,Tuner,1591.61,23,1957.68,C
13152,Filtr,1113.28,8,1202.34,A
13153,Bindownica,1158.68,8,1251.37,A
13154,Karta graficzna,2054.36,5,2157.08,A
13155,Fotel,4157.54,23,5113.77,B
13156,Karta graficzna,2516.6,12,2818.59,D
13157,Telewizor,2611.15,12,2924.49,G
13158,Statyw,2134.1,12,2390.19,A
13159,Ładowarka,1201.03,12,1345.15,C
13160,Smartwatch,1378.57,5,1447.5,H
13161,Kolumny,4998.4,12,5598.21,D
13162,Statyw,2636.69,23,3243.13,D
13163,Stacja dokująca,4903.67,5,5148.85,D
13164,Klawiatura,3369.91,5,3538.41,C
13165,Klimatyzator,1332.18,8,1438.75,G
13166,Smartwatch,2717.09,12,3043.14,F
13167,Equalizer,2256.68,5,2369.51,G
13168,Smartband,1672.89,12,1873.64,A
13169,Smartwatch,841.42,5,883.49,C
13170,SSD,2674.48,12,2995.42,A
13171,Słuchawki,1555.42,8,1679.85,C
13172,Lampa biurkowa,4607.65,12,5160.57,G
13173,Głośnik,1923.69,23,2366.14,H
13174,Ładowarka,812.12,8,877.09,E
13175,Czajnik,3837.88,8,4144.91,G
13176,Mikser,859.32,8,928.07,H
13177,Nawigacja,1063.76,23,1308.42,B
13178,Filtr,4381.79,8,4732.33,A
13179,Kamera,4969.52,12,5565.86,F
13180,Torba,4814.96,23,5922.4,H
13181,Pendrive,1358.08,8,1466.73,G
13182,Słuchawki,3219.99,8,3477.59,D
13183,Stacja dokująca,218.68,5,229.61,B
13184,Lampa biurkowa,112.27,8,121.25,E
13185,Klawiatura,897.21,5,942.07,A
13186,Nawigacja,3218.86,8,3476.37,G
13187,Czajnik,312.05,5,327.65,G
13188,Mikser,3025.42,23,3721.27,G
13189,Kalkulator,3386.64,23,4165.57,B
13190,Obudowa,1260.19,5,1323.2,H
13191,Modem,2370.95,23,2916.27,B
13192,Słuchawki,2199.72,8,2375.7,E
13193,Niszczarka,3395.32,12,3802.76,D
13194,Konwerter,856.85,12,959.67,C
13195,Szkło hartowane,98.96,23,121.72,F
13196,Klimatyzator,1670.44,12,1870.89,B
13197,Laptop,989.33,5,1038.8,D
13198,Mikrofon,3458.5,5,3631.43,G
13199,Pendrive,2726.54,8,2944.66,G
13200,Lokalizator,1002.84,23,1233.49,G
13201,Konsola,1068.95,5,1122.4,B
13202,Mikrofon,794.06,5,833.76,H
13203,Czajnik,780.8,12,874.5,G
13204,Aparat,2063.27,23,2537.82,D
13205,Ładowarka,1147.94,5,1205.34,E
13206,Procesor,3808.69,5,3999.12,H
13207,SSD,2401.46,5,2521.53,D
13208,Ładowarka,2154.71,12,2413.28,A
13209,Nawigacja,2246.84,12,2516.46,D
13210,Kontroler,789.53,23,971.12,G
13211,Robot kuchenny,4326.95,5,4543.3,B
13212,Karta pamięci,986.2,5,1035.51,E
13213,Pralka,3610.28,12,4043.51,A
13214,Kontroler,486.62,12,545.01,B
13215,Tuner,579.14,12,648.64,G
13216,Drukarka,293.53,23,361.04,C
13217,Lodówka,2762.06,12,3093.51,H
13218,Mikser,380.47,8,410.91,D
13219,Powerbank,3048.78,5,3201.22,C
13220,Kabel,3230.92,8,3489.39,F
13221,Kamera,429.28,5,450.74,G
13222,Skaner,4388.33,12,4914.93,F
13223,Pamięć RAM,1837.43,12,2057.92,E
13224,Pralka,4353.8,8,4702.1,G
13225,Aparat,1280.51,8,1382.95,E
13226,Wzmacniacz,599.43,8,647.38,G
13227,Kontroler,983.45,23,1209.64,C
13228,Klimatyzator,2032.32,5,2133.94,G
13229,Uchwyt,3118.3,5,3274.22,E
13230,Kalkulator,2867.22,23,3526.68,E
13231,Kontroler,861.2,5,904.26,C
13232,Konsola,898.71,5,943.65,D
13233,Hub USB,852.04,23,1048.01,D
13234,Dysk,2478.77,12,2776.22,C
13235,Dysk external,1720.14,5,1806.15,C
13236,Odkurzacz,1900.46,5,1995.48,B
13237,Dysk external,2263.84,8,2444.95,D
13238,Soundbar,1994.69,5,2094.42,B
13239,Uchwyt,2018.77,5,2119.71,E
13240,Mikrofon,3248.74,5,3411.18,D
13241,Odtwarzacz,2550.19,12,2856.21,F
